hour_of_the_week,BOROUGH,TimeFinal,Percentage_Crash,Value,Percentage_Volume,Crash/Volume Ratio
63,QUEENS,3347,0.002730595,849.6959209,0.001980268,1.378901806
64,QUEENS,3143,0.002564165,888.7305315,0.002071241,1.23798517
65,QUEENS,3529,0.002879077,906.7713226,0.002113286,1.36236991
66,QUEENS,3605,0.00294108,921.6761434,0.002148022,1.369203763
67,QUEENS,3246,0.002648196,864.5092707,0.002014792,1.314377216
68,QUEENS,2509,0.002046927,768.3473424,0.00179068,1.143100012
69,QUEENS,1958,0.001597402,651.2571075,0.001517794,1.052449759
70,QUEENS,1614,0.001316756,545.9789864,0.001272437,1.034829412
71,QUEENS,1394,0.001137272,457.7552534,0.001066827,1.066032875
72,QUEENS,950,0.000775042,380.4103832,0.00088657,0.874203225
73,QUEENS,1034,0.000843572,258.9542645,0.000603509,1.397779391
74,QUEENS,438,0.000357335,161.1779975,0.000375635,0.951282519
75,QUEENS,334,0.000272488,117.5624227,0.000273986,0.994532777
76,QUEENS,284,0.000231697,118.9728059,0.000277273,0.835625717
77,QUEENS,369,0.000301043,191.6032138,0.000446543,0.674162728
78,QUEENS,538,0.000438919,406.1063041,0.000946456,0.463749769
79,QUEENS,1074,0.000876205,710.0148331,0.001654733,0.5295147
80,QUEENS,1697,0.00138447,906.7156984,0.002113156,0.655166781
81,QUEENS,3545,0.00289213,893.1285538,0.002081491,1.389451612
82,QUEENS,2941,0.002399367,769.0383189,0.001792291,1.338715236
83,QUEENS,2397,0.001955553,714.868974,0.001666046,1.173769301
84,QUEENS,2400,0.001958001,709.4252163,0.001653359,1.184256513
85,QUEENS,2648,0.002160328,726.0939431,0.001692206,1.27663377
86,QUEENS,2699,0.002201935,764.7169345,0.001782219,1.235501675
87,QUEENS,3205,0.002614747,857.23733,0.001997844,1.308784432
88,QUEENS,3026,0.002468713,896.4721879,0.002089283,1.18160757
89,QUEENS,3465,0.002826864,902.1421508,0.002102497,1.344526683
90,QUEENS,3703,0.003021032,913.2917182,0.002128482,1.419336444
91,QUEENS,3149,0.00256906,868.2694685,0.002023555,1.26957772
92,QUEENS,2527,0.002061612,789.3139679,0.001839544,1.120718691
93,QUEENS,2092,0.001706724,682.0506799,0.001589561,1.073708016
94,QUEENS,1668,0.001360811,574.3918418,0.001338655,1.016550469
95,QUEENS,1427,0.001164195,488.6143387,0.001138746,1.022348413
96,QUEENS,1017,0.000829703,463.4560099,0.001080113,0.768163374
97,QUEENS,1188,0.00096921,277.4969021,0.000646723,1.498647395
98,QUEENS,557,0.000454419,183.4845105,0.000427622,1.0626664
99,QUEENS,399,0.000325518,135.6976456,0.000316252,1.029299459
100,QUEENS,388,0.000316543,131.6889715,0.000306909,1.031391342
101,QUEENS,448,0.000365493,200.802974,0.000467984,0.780996405
102,QUEENS,533,0.000434839,401.7521685,0.000936308,0.464419173
103,QUEENS,1115,0.000909655,693.2094176,0.001615567,0.563055979
104,QUEENS,1688,0.001377127,887.0285006,0.002067274,0.666156132
105,QUEENS,3428,0.002796678,878.3333333,0.002047009,1.366226201
106,QUEENS,2921,0.00238305,767.0309789,0.001787613,1.333091054
107,QUEENS,2438,0.001989003,723.0061958,0.00168501,1.180409902
108,QUEENS,2547,0.002077928,731.0520446,0.001703761,1.219612341
109,QUEENS,2710,0.002210909,756.2627014,0.001762516,1.254404984
110,QUEENS,2884,0.002352864,794.0916976,0.001850679,1.271351858
111,QUEENS,3511,0.002864392,887.016109,0.002067245,1.385608325
112,QUEENS,3233,0.00263759,915.2007435,0.002132931,1.236603587
113,QUEENS,3745,0.003055297,919.5080545,0.00214297,1.425730518
114,QUEENS,3970,0.00323886,927.9454771,0.002162634,1.497646131
115,QUEENS,3476,0.002835838,885.244114,0.002063115,1.374541579
116,QUEENS,2866,0.002338179,808.1598513,0.001883466,1.241423826
117,QUEENS,2312,0.001886208,705.6047088,0.001644455,1.147010836
118,QUEENS,1871,0.001526425,607.6679058,0.001416207,1.077825985
119,QUEENS,1701,0.001387733,545.3234201,0.00127091,1.091921269
120,QUEENS,1492,0.001217224,493.4649721,0.00115005,1.058409317
121,QUEENS,1538,0.001254752,361.2368258,0.000841884,1.490409052
122,QUEENS,921,0.000751383,258.7265964,0.000602978,1.24611957
123,QUEENS,790,0.000644509,194.5263484,0.000453356,1.421640602
124,QUEENS,784,0.000639614,167.199628,0.000389669,1.641428302
125,QUEENS,978,0.000797885,191.3595784,0.000445975,1.789080206
126,QUEENS,869,0.000708959,250.5585865,0.000583942,1.21409214
127,QUEENS,796,0.000649404,373.5046497,0.000870475,0.746033306
128,QUEENS,772,0.000629824,500.1208927,0.001165562,0.540360337
129,QUEENS,1530,0.001248226,623.6354619,0.001453421,0.858819288
130,QUEENS,1899,0.001549268,692.1376317,0.001613069,0.960447573
131,QUEENS,2068,0.001687144,729.2430254,0.001699545,0.992703177
132,QUEENS,2440,0.001990634,767.3223807,0.001788292,1.113148543
133,QUEENS,2740,0.002235384,804.5703658,0.0018751,1.192141185
134,QUEENS,2981,0.002432,817.6181029,0.001905509,1.276299617
135,QUEENS,3301,0.002693067,827.9386237,0.001929561,1.395688637
136,QUEENS,2673,0.002180723,838.4575325,0.001954076,1.115986779
137,QUEENS,3210,0.002618826,836.0229386,0.001948402,1.344088918
138,QUEENS,2940,0.002398551,819.8388097,0.001910684,1.255336102
139,QUEENS,2643,0.002156248,798.6267824,0.001861248,1.158495775
140,QUEENS,2311,0.001885392,759.133912,0.001769208,1.065669937
141,QUEENS,2112,0.001723041,689.550527,0.00160704,1.072183157
142,QUEENS,1863,0.001519898,612.1295722,0.001426605,1.065395003
143,QUEENS,1767,0.001441578,557.1029138,0.001298362,1.110304963
144,QUEENS,1475,0.001203355,354.7780533,0.000826832,1.45538011
145,QUEENS,1560,0.001272701,393.4581525,0.000916978,1.387928876
146,QUEENS,1076,0.000877837,284.2045877,0.000662356,1.325324873
147,QUEENS,960,0.0007832,213.8729076,0.000498444,1.571290992
148,QUEENS,943,0.000769331,178.4916305,0.000415986,1.849417648
149,QUEENS,1142,0.000931682,185.2269064,0.000431683,2.158257169
150,QUEENS,989,0.00080686,195.5871048,0.000455828,1.770097689
151,QUEENS,702,0.000572715,265.1438314,0.000617934,0.926822879
152,QUEENS,620,0.000505817,345.1202728,0.000804324,0.628872176
153,QUEENS,1140,0.00093005,451.4755115,0.001052191,0.883917667
154,QUEENS,1327,0.001082611,561.3973962,0.001308371,0.827449867
155,QUEENS,1770,0.001444026,661.1394916,0.001540826,0.937176367
156,QUEENS,2043,0.001666748,719.2355859,0.001676222,0.994347901
157,QUEENS,2213,0.00180544,760.683819,0.00177282,1.018400016
158,QUEENS,2531,0.002064875,786.3273404,0.001832584,1.126756133
159,QUEENS,2879,0.002348785,807.3477991,0.001881573,1.24830917
160,QUEENS,2437,0.001988187,811.7309361,0.001891788,1.050956143
161,QUEENS,2770,0.002259859,797.9132052,0.001859585,1.215249016
162,QUEENS,2510,0.002047743,765.7941723,0.00178473,1.147368245
163,QUEENS,2377,0.001939237,738.6522009,0.001721474,1.126497798
164,QUEENS,2031,0.001656958,691.399876,0.00161135,1.028304621
165,QUEENS,1787,0.001457895,630.8605084,0.001470259,0.991590535
166,QUEENS,1535,0.001252305,538.5678859,0.001255165,0.997720942
167,QUEENS,1411,0.001151141,463.0706758,0.001079214,1.06664744
168,QUEENS,1022,0.000833782,335.00492,0.000780749,1.067925292
1,STATEN ISLAND,142,0.000115848,131.0594059,0.000305442,0.379281195
2,STATEN ISLAND,70,5.71E-05,75.2029703,0.000175265,0.325839858
3,STATEN ISLAND,42,3.43E-05,54.92574257,0.000128008,0.267679132
4,STATEN ISLAND,39,3.18E-05,58.74752475,0.000136915,0.232389336
5,STATEN ISLAND,43,3.51E-05,106.8019802,0.000248909,0.140938717
6,STATEN ISLAND,58,4.73E-05,255.7920792,0.000596139,0.079374694
7,STATEN ISLAND,130,0.000106058,456.1386139,0.001063059,0.099767175
8,STATEN ISLAND,251,0.000204774,645.9405941,0.001505404,0.136026118
9,STATEN ISLAND,515,0.000420154,655.7871287,0.001528352,0.274906812
10,STATEN ISLAND,414,0.000337755,588.2029703,0.001370843,0.246385014
11,STATEN ISLAND,358,0.000292068,584.2475248,0.001361625,0.214500005
12,STATEN ISLAND,386,0.000314912,606.8316832,0.001414258,0.222669236
13,STATEN ISLAND,432,0.00035244,631.1584158,0.001470953,0.239599844
14,STATEN ISLAND,430,0.000350808,664.6633663,0.001549039,0.226468537
15,STATEN ISLAND,537,0.000438103,723.7574257,0.001686761,0.259730179
16,STATEN ISLAND,553,0.000451156,765.3217822,0.001783629,0.25294274
17,STATEN ISLAND,680,0.000554767,776.460396,0.001809588,0.306570784
18,STATEN ISLAND,602,0.000491132,786.0544554,0.001831948,0.268092719
19,STATEN ISLAND,483,0.000394048,713.3514851,0.001662509,0.237019852
20,STATEN ISLAND,394,0.000321438,588.8762376,0.001372412,0.234214271
21,STATEN ISLAND,302,0.000246382,456.3415842,0.001063532,0.231663738
22,STATEN ISLAND,197,0.000160719,349.3168317,0.000814104,0.197418512
23,STATEN ISLAND,173,0.000141139,261.8564356,0.000610272,0.231272509
24,STATEN ISLAND,140,0.000114217,208.6039604,0.000486164,0.234934419
25,STATEN ISLAND,127,0.000103611,125.0742574,0.000291493,0.355448716
26,STATEN ISLAND,83,6.77E-05,78.34158416,0.00018258,0.370874441
27,STATEN ISLAND,40,3.26E-05,58.02475248,0.00013523,0.241316966
28,STATEN ISLAND,41,3.34E-05,61.16831683,0.000142556,0.234638076
29,STATEN ISLAND,35,2.86E-05,111.7475248,0.000260434,0.109640572
30,STATEN ISLAND,52,4.24E-05,271.8762376,0.000633624,0.066953495
31,STATEN ISLAND,145,0.000118296,504.2326733,0.001175145,0.100664926
32,STATEN ISLAND,238,0.000194168,744.5,0.001735103,0.111906011
33,STATEN ISLAND,525,0.000428313,718.960396,0.001675581,0.255620392
34,STATEN ISLAND,458,0.000373652,608.5990099,0.001418377,0.263436167
35,STATEN ISLAND,390,0.000318175,583.4356436,0.001359732,0.233998358
36,STATEN ISLAND,399,0.000325518,600.7920792,0.001400183,0.232482281
37,STATEN ISLAND,429,0.000349993,627.5247525,0.001462485,0.239313717
38,STATEN ISLAND,472,0.000385074,661.7772277,0.001542312,0.249672863
39,STATEN ISLAND,599,0.000488684,751.4752475,0.001751359,0.279031545
40,STATEN ISLAND,530,0.000432392,803.0544554,0.001871567,0.231031945
41,STATEN ISLAND,681,0.000555583,824.2326733,0.001920925,0.289226743
42,STATEN ISLAND,677,0.000552319,815.1386139,0.00189973,0.290735701
43,STATEN ISLAND,586,0.000478079,760.6683168,0.001772784,0.269676715
44,STATEN ISLAND,408,0.00033286,632.3663366,0.001473768,0.225856494
45,STATEN ISLAND,302,0.000246382,490.970297,0.001144236,0.215324222
46,STATEN ISLAND,248,0.000202327,370.8564356,0.000864304,0.234092243
47,STATEN ISLAND,160,0.000130533,287.5940594,0.000670256,0.194751689
48,STATEN ISLAND,132,0.00010769,208.5346535,0.000486003,0.221583214
49,STATEN ISLAND,116,9.46E-05,131.9158416,0.000307438,0.307823802
50,STATEN ISLAND,74,6.04E-05,79.98019802,0.000186399,0.32388468
51,STATEN ISLAND,49,4.00E-05,59.23762376,0.000138057,0.289560696
52,STATEN ISLAND,32,2.61E-05,64.30693069,0.000149871,0.174194067
53,STATEN ISLAND,36,2.94E-05,113.8069307,0.000265234,0.110732461
54,STATEN ISLAND,61,4.98E-05,275.990099,0.000643212,0.077370872
55,STATEN ISLAND,128,0.000104427,516.9257426,0.001204727,0.086680812
56,STATEN ISLAND,261,0.000212933,760.8811881,0.00177328,0.120078381
57,STATEN ISLAND,572,0.000466657,732.029703,0.00170604,0.273532218
58,STATEN ISLAND,461,0.000376099,632.0643564,0.001473065,0.25531762
59,STATEN ISLAND,408,0.00033286,594.9455446,0.001386557,0.24006238
60,STATEN ISLAND,404,0.000329597,608.950495,0.001419196,0.23224188
61,STATEN ISLAND,455,0.000371204,633.1831683,0.001475672,0.251549348
62,STATEN ISLAND,477,0.000389153,668.1485149,0.001557161,0.249911668
63,STATEN ISLAND,612,0.00049929,773.009901,0.001801547,0.277145306
64,STATEN ISLAND,575,0.000469104,809.2376238,0.001885978,0.248732732
65,STATEN ISLAND,658,0.000536819,811.1881188,0.001890523,0.283952354
66,STATEN ISLAND,660,0.00053845,822.7227723,0.001917406,0.280822291
67,STATEN ISLAND,556,0.000453604,766.7475248,0.001786952,0.253842052
68,STATEN ISLAND,382,0.000311648,640.039604,0.001491651,0.208928495
69,STATEN ISLAND,339,0.000276568,502.1435644,0.001170276,0.236326791
70,STATEN ISLAND,245,0.000199879,385.1534653,0.000897624,0.222676013
71,STATEN ISLAND,190,0.000155008,294.0742574,0.000685358,0.226171435
72,STATEN ISLAND,159,0.000129718,222.7574257,0.00051915,0.249865385
73,STATEN ISLAND,117,9.55E-05,133.5049505,0.000311141,0.306781844
74,STATEN ISLAND,55,4.49E-05,81.20792079,0.00018926,0.237085755
75,STATEN ISLAND,51,4.16E-05,61.67326733,0.000143733,0.289477212
76,STATEN ISLAND,46,3.75E-05,66.4950495,0.000154971,0.242164055
77,STATEN ISLAND,37,3.02E-05,114.1831683,0.000266111,0.11343336
78,STATEN ISLAND,62,5.06E-05,278.0940594,0.000648115,0.078044291
79,STATEN ISLAND,145,0.000118296,529.4455446,0.001233905,0.095871134
80,STATEN ISLAND,239,0.000194984,785.6534653,0.001831013,0.106489805
81,STATEN ISLAND,557,0.000454419,748.2376238,0.001743813,0.260589441
82,STATEN ISLAND,422,0.000344282,637.5693069,0.001485894,0.231700094
83,STATEN ISLAND,391,0.000318991,600.3168317,0.001399075,0.22800134
84,STATEN ISLAND,396,0.00032307,617.0148515,0.001437991,0.224667747
85,STATEN ISLAND,454,0.000370389,639.3663366,0.001490082,0.248569162
86,STATEN ISLAND,417,0.000340203,674.950495,0.001573013,0.21627449
87,STATEN ISLAND,611,0.000498474,780.5742574,0.001819176,0.274011094
88,STATEN ISLAND,571,0.000465841,833.3910891,0.001942269,0.239843756
89,STATEN ISLAND,710,0.000579242,833.5841584,0.001942719,0.298160465
90,STATEN ISLAND,645,0.000526213,847.1831683,0.001974412,0.266516166
91,STATEN ISLAND,552,0.00045034,789.8712871,0.001840843,0.244637997
92,STATEN ISLAND,414,0.000337755,666.6930693,0.001553769,0.217377987
93,STATEN ISLAND,343,0.000279831,539.1831683,0.001256599,0.222689098
94,STATEN ISLAND,254,0.000207222,410.5792079,0.00095688,0.216559842
95,STATEN ISLAND,220,0.000179483,311.3366337,0.000725589,0.247362361
96,STATEN ISLAND,153,0.000124823,302.009901,0.000703853,0.177341922
97,STATEN ISLAND,151,0.000123191,144.2029703,0.000336074,0.366559013
98,STATEN ISLAND,64,5.22E-05,89.42574257,0.000208412,0.250529332
99,STATEN ISLAND,77,6.28E-05,67.81188119,0.00015804,0.397489897
100,STATEN ISLAND,54,4.41E-05,67.73267327,0.000157855,0.279085135
101,STATEN ISLAND,53,4.32E-05,116.7920792,0.000272191,0.158856007
102,STATEN ISLAND,70,5.71E-05,271.0148515,0.000631617,0.090416171
103,STATEN ISLAND,159,0.000129718,511.4554455,0.001191978,0.108825452
104,STATEN ISLAND,242,0.000197432,770.8019802,0.001796401,0.109904052
105,STATEN ISLAND,531,0.000433208,730.0247525,0.001701367,0.254623273
106,STATEN ISLAND,427,0.000348361,626.9257426,0.001461089,0.238425627
107,STATEN ISLAND,379,0.000309201,615.8564356,0.001435291,0.215427374
108,STATEN ISLAND,393,0.000320623,646.3960396,0.001506465,0.212831068
109,STATEN ISLAND,489,0.000398943,689.7128713,0.001607418,0.24818852
110,STATEN ISLAND,487,0.000397311,739.2970297,0.001722977,0.230595677
111,STATEN ISLAND,648,0.00052866,845.2079208,0.001969809,0.268381521
112,STATEN ISLAND,648,0.00052866,845.5049505,0.001970501,0.268287237
113,STATEN ISLAND,692,0.000564557,842.8217822,0.001964248,0.287416373
114,STATEN ISLAND,705,0.000575163,842.9405941,0.001964524,0.292774542
115,STATEN ISLAND,635,0.000518054,802.6485149,0.001870621,0.276942418
116,STATEN ISLAND,482,0.000393232,687.8712871,0.001603126,0.245290664
117,STATEN ISLAND,326,0.000265962,537.6633663,0.001253057,0.212250301
118,STATEN ISLAND,276,0.00022517,430.8415842,0.001004103,0.224250092
119,STATEN ISLAND,248,0.000202327,369.7623762,0.000861754,0.234784879
120,STATEN ISLAND,195,0.000159088,320.9480198,0.000747989,0.212687062
121,STATEN ISLAND,212,0.000172957,207.5618812,0.000483736,0.357543942
122,STATEN ISLAND,125,0.000101979,133.6534653,0.000311488,0.327394177
123,STATEN ISLAND,122,9.95E-05,91.80693069,0.000213962,0.465184809
124,STATEN ISLAND,106,8.65E-05,75.38861386,0.000175698,0.492199614
125,STATEN ISLAND,103,8.40E-05,83.0049505,0.000193448,0.434384571
126,STATEN ISLAND,91,7.42E-05,131.3316832,0.000306077,0.242556571
127,STATEN ISLAND,109,8.89E-05,217.5346535,0.000506978,0.175403885
128,STATEN ISLAND,88,7.18E-05,339.1584158,0.000790429,0.09082831
129,STATEN ISLAND,198,0.000161535,476.7425743,0.001111078,0.145385942
130,STATEN ISLAND,279,0.000227618,574.279703,0.001338394,0.170067723
131,STATEN ISLAND,362,0.000295332,646.7871287,0.001507377,0.195924327
132,STATEN ISLAND,426,0.000347545,716.1460396,0.001669022,0.208232813
133,STATEN ISLAND,480,0.0003916,750.1856436,0.001748353,0.223982274
134,STATEN ISLAND,542,0.000442182,760.6757426,0.001772801,0.249425517
135,STATEN ISLAND,519,0.000423418,752.8589109,0.001754584,0.241320893
136,STATEN ISLAND,420,0.00034265,744.3292079,0.001734705,0.19752651
137,STATEN ISLAND,535,0.000436471,728.2252475,0.001697173,0.257175274
138,STATEN ISLAND,472,0.000385074,696.7821782,0.001623893,0.237129795
139,STATEN ISLAND,395,0.000322254,653.7351485,0.00152357,0.211512687
140,STATEN ISLAND,379,0.000309201,591.8787129,0.001379409,0.224154597
141,STATEN ISLAND,284,0.000231697,483.0594059,0.001125799,0.205806439
142,STATEN ISLAND,246,0.000200695,413.6856436,0.00096412,0.208164093
143,STATEN ISLAND,238,0.000194168,372.6782178,0.000868549,0.223554856
144,STATEN ISLAND,224,0.000182747,188.8910891,0.000440222,0.415123873
145,STATEN ISLAND,210,0.000171325,241.0445545,0.000561769,0.304974222
146,STATEN ISLAND,134,0.000109322,151.7871287,0.000353749,0.309037381
147,STATEN ISLAND,134,0.000109322,100.4430693,0.000234089,0.46700979
148,STATEN ISLAND,119,9.71E-05,74.99009901,0.000174769,0.55550017
149,STATEN ISLAND,117,9.55E-05,66.76485149,0.0001556,0.613449951
150,STATEN ISLAND,109,8.89E-05,84.46782178,0.000196857,0.451727328
151,STATEN ISLAND,88,7.18E-05,141.4133663,0.000329572,0.217837866
152,STATEN ISLAND,94,7.67E-05,220.7970297,0.000514581,0.149030716
153,STATEN ISLAND,158,0.000128902,322.4950495,0.000751594,0.171504372
154,STATEN ISLAND,205,0.000167246,447.6163366,0.001043197,0.160320513
155,STATEN ISLAND,271,0.000221091,566.1089109,0.001319351,0.167575476
156,STATEN ISLAND,297,0.000242303,655.1831683,0.001526944,0.158684636
157,STATEN ISLAND,342,0.000279015,707.5470297,0.001648982,0.169204518
158,STATEN ISLAND,413,0.000336939,708.7772277,0.001651849,0.203977121
159,STATEN ISLAND,433,0.000353256,694.8316832,0.001619348,0.2181471
160,STATEN ISLAND,357,0.000291253,657.8539604,0.001533169,0.189967752
161,STATEN ISLAND,431,0.000351624,640.8415842,0.00149352,0.235433222
162,STATEN ISLAND,367,0.000299411,602.299505,0.001403696,0.213301898
163,STATEN ISLAND,305,0.000248829,567.9480198,0.001323638,0.187988989
164,STATEN ISLAND,266,0.000217012,509.4282178,0.001187254,0.182784683
165,STATEN ISLAND,247,0.000201511,431.8465347,0.001006445,0.200220562
166,STATEN ISLAND,233,0.000190089,334.0272277,0.000778471,0.244182881
167,STATEN ISLAND,174,0.000141955,262.4826733,0.000611732,0.23205438
168,STATEN ISLAND,133,0.000108506,188.8613861,0.000440153,0.246518564
